burned;dim;empty;endOfBurning;finalTime;fireDuration;forest;simulations
1;100;0.91;1;200;1;917;"5_execution_empty_0.91_"
1;100;0.91;1;200;1;918;"6_execution_empty_0.91_"
2;100;0.91;2;200;2;917;"7_execution_empty_0.91_"
1;100;0.91;1;200;1;918;"8_execution_empty_0.91_"
3;100;0.91;2;200;2;915;"9_execution_empty_0.91_"
1;100;0.91;1;200;1;917;"10_execution_empty_0.91_"
1;100;0.93;1;200;1;698;"1_execution_empty_0.93_"
2;100;0.93;2;200;2;697;"2_execution_empty_0.93_"
1;100;0.93;1;200;1;698;"3_execution_empty_0.93_"
1;100;0.93;1;200;1;698;"4_execution_empty_0.93_"
2;100;0.93;2;200;2;697;"5_execution_empty_0.93_"
1;100;0.93;1;200;1;698;"6_execution_empty_0.93_"
1;100;0.93;1;200;1;698;"7_execution_empty_0.93_"
1;100;0.93;1;200;1;698;"8_execution_empty_0.93_"
1;100;0.93;1;200;1;697;"9_execution_empty_0.93_"
3;100;0.93;3;200;3;696;"10_execution_empty_0.93_"
1;100;0.95;1;200;1;499;"1_execution_empty_0.95_"
1;100;0.95;1;200;1;499;"2_execution_empty_0.95_"
1;100;0.95;1;200;1;499;"3_execution_empty_0.95_"
3;100;0.95;3;200;3;497;"4_execution_empty_0.95_"
1;100;0.95;1;200;1;499;"5_execution_empty_0.95_"
1;100;0.95;1;200;1;499;"6_execution_empty_0.95_"
4;100;0.95;3;200;3;496;"7_execution_empty_0.95_"
1;100;0.95;1;200;1;499;"8_execution_empty_0.95_"
2;100;0.95;2;200;2;498;"9_execution_empty_0.95_"
3;100;0.95;3;200;3;497;"10_execution_empty_0.95_"
1;100;0.97;1;200;1;298;"1_execution_empty_0.97_"
1;100;0.97;1;200;1;298;"2_execution_empty_0.97_"
1;100;0.97;1;200;1;298;"3_execution_empty_0.97_"
1;100;0.97;1;200;1;298;"4_execution_empty_0.97_"
1;100;0.97;1;200;1;298;"5_execution_empty_0.97_"
1;100;0.97;1;200;1;297;"6_execution_empty_0.97_"
1;100;0.97;1;200;1;296;"7_execution_empty_0.97_"
1;100;0.97;1;200;1;297;"8_execution_empty_0.97_"
1;100;0.97;1;200;1;297;"9_execution_empty_0.97_"
1;100;0.97;1;200;1;297;"10_execution_empty_0.97_"
1;100;0.99;1;200;1;96;"1_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"2_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"3_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"4_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"5_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"6_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"7_execution_empty_0.99_"
2;100;0.99;2;200;2;95;"8_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"9_execution_empty_0.99_"
1;100;0.99;1;200;1;96;"10_execution_empty_0.99_"
