burned;dim;empty;endOfBurning;finalTime;fireDuration;forest;simulations
1;50;0.89;1;200;1;265;"1_execution_empty_0.89_"
1;50;0.89;1;200;1;265;"2_execution_empty_0.89_"
2;50;0.89;2;200;2;264;"3_execution_empty_0.89_"
3;50;0.89;3;200;3;263;"4_execution_empty_0.89_"
1;50;0.89;1;200;1;265;"5_execution_empty_0.89_"
1;50;0.89;1;200;1;264;"6_execution_empty_0.89_"
1;50;0.89;1;200;1;264;"7_execution_empty_0.89_"
1;50;0.89;1;200;1;263;"8_execution_empty_0.89_"
2;50;0.89;2;200;2;262;"9_execution_empty_0.89_"
1;50;0.89;1;200;1;263;"10_execution_empty_0.89_"
1;50;0.91;1;200;1;225;"1_execution_empty_0.91_"
2;50;0.91;2;200;2;224;"2_execution_empty_0.91_"
1;50;0.91;1;200;1;225;"3_execution_empty_0.91_"
1;50;0.91;1;200;1;225;"4_execution_empty_0.91_"
1;50;0.91;1;200;1;225;"5_execution_empty_0.91_"
1;50;0.91;1;200;1;225;"6_execution_empty_0.91_"
1;50;0.91;1;200;1;224;"7_execution_empty_0.91_"
3;50;0.91;3;200;3;222;"8_execution_empty_0.91_"
1;50;0.91;1;200;1;223;"9_execution_empty_0.91_"
2;50;0.91;2;200;2;222;"10_execution_empty_0.91_"
1;50;0.93;1;200;1;163;"1_execution_empty_0.93_"
2;50;0.93;2;200;2;163;"2_execution_empty_0.93_"
1;50;0.93;1;200;1;164;"3_execution_empty_0.93_"
2;50;0.93;2;200;2;163;"4_execution_empty_0.93_"
1;50;0.93;1;200;1;164;"5_execution_empty_0.93_"
1;50;0.93;1;200;1;165;"6_execution_empty_0.93_"
1;50;0.93;1;200;1;165;"7_execution_empty_0.93_"
1;50;0.93;1;200;1;165;"8_execution_empty_0.93_"
1;50;0.93;1;200;1;165;"9_execution_empty_0.93_"
1;50;0.93;1;200;1;165;"10_execution_empty_0.93_"
1;50;0.95;1;200;1;126;"1_execution_empty_0.95_"
1;50;0.95;1;200;1;126;"2_execution_empty_0.95_"
1;50;0.95;1;200;1;126;"3_execution_empty_0.95_"
1;50;0.95;1;200;1;125;"4_execution_empty_0.95_"
1;50;0.95;1;200;1;126;"5_execution_empty_0.95_"
1;50;0.95;1;200;1;126;"6_execution_empty_0.95_"
1;50;0.95;1;200;1;126;"7_execution_empty_0.95_"
3;50;0.95;3;200;3;124;"8_execution_empty_0.95_"
2;50;0.95;2;200;2;125;"9_execution_empty_0.95_"
1;50;0.95;1;200;1;126;"10_execution_empty_0.95_"
1;50;0.97;1;200;1;71;"1_execution_empty_0.97_"
1;50;0.97;1;200;1;71;"2_execution_empty_0.97_"
1;50;0.97;1;200;1;71;"3_execution_empty_0.97_"
1;50;0.97;1;200;1;71;"4_execution_empty_0.97_"
1;50;0.97;1;200;1;71;"5_execution_empty_0.97_"
1;50;0.97;1;200;1;71;"6_execution_empty_0.97_"
1;50;0.97;1;200;1;70;"7_execution_empty_0.97_"
1;50;0.97;1;200;1;71;"8_execution_empty_0.97_"
1;50;0.97;1;200;1;71;"9_execution_empty_0.97_"
2;50;0.97;2;200;2;70;"10_execution_empty_0.97_"
1;50;0.99;1;200;1;28;"1_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"2_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"3_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"4_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"5_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"6_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"7_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"8_execution_empty_0.99_"
2;50;0.99;2;200;2;27;"9_execution_empty_0.99_"
1;50;0.99;1;200;1;28;"10_execution_empty_0.99_"
