burned;dim;empty;endOfBurning;finalTime;fireDuration;forest;simulations
2081;50;0.17;97;200;97;4;"7_execution_empty_0.17_"
2081;50;0.17;77;200;77;4;"8_execution_empty_0.17_"
2082;50;0.17;85;200;85;2;"9_execution_empty_0.17_"
2083;50;0.17;76;200;76;2;"10_execution_empty_0.17_"
2043;50;0.19;63;200;63;2;"1_execution_empty_0.19_"
2042;50;0.19;70;200;70;3;"2_execution_empty_0.19_"
2045;50;0.19;83;200;83;2;"3_execution_empty_0.19_"
2045;50;0.19;64;200;64;2;"4_execution_empty_0.19_"
2046;50;0.19;79;200;79;2;"5_execution_empty_0.19_"
2044;50;0.19;80;200;80;3;"6_execution_empty_0.19_"
2046;50;0.19;71;200;71;2;"7_execution_empty_0.19_"
2044;50;0.19;70;200;70;3;"8_execution_empty_0.19_"
2046;50;0.19;82;200;82;2;"9_execution_empty_0.19_"
2047;50;0.19;75;200;75;2;"10_execution_empty_0.19_"
1985;50;0.21;85;200;85;15;"1_execution_empty_0.21_"
1983;50;0.21;69;200;69;18;"2_execution_empty_0.21_"
1985;50;0.21;69;200;69;15;"3_execution_empty_0.21_"
1983;50;0.21;68;200;68;17;"4_execution_empty_0.21_"
1985;50;0.21;80;200;80;14;"5_execution_empty_0.21_"
1980;50;0.21;68;200;68;18;"6_execution_empty_0.21_"
1984;50;0.21;69;200;69;14;"7_execution_empty_0.21_"
1982;50;0.21;72;200;72;17;"8_execution_empty_0.21_"
1982;50;0.21;79;200;79;15;"9_execution_empty_0.21_"
1982;50;0.21;82;200;82;17;"10_execution_empty_0.21_"
1948;50;0.23;56;200;56;16;"1_execution_empty_0.23_"
1947;50;0.23;67;200;67;16;"2_execution_empty_0.23_"
1942;50;0.23;61;200;61;21;"3_execution_empty_0.23_"
1944;50;0.23;74;200;74;20;"4_execution_empty_0.23_"
1946;50;0.23;73;200;73;18;"5_execution_empty_0.23_"
1942;50;0.23;79;200;79;23;"6_execution_empty_0.23_"
1945;50;0.23;65;200;65;20;"7_execution_empty_0.23_"
1945;50;0.23;58;200;58;20;"8_execution_empty_0.23_"
1941;50;0.23;78;200;78;24;"9_execution_empty_0.23_"
1947;50;0.23;78;200;78;18;"10_execution_empty_0.23_"
1879;50;0.25;74;200;74;38;"1_execution_empty_0.25_"
1882;50;0.25;95;200;95;36;"2_execution_empty_0.25_"
1880;50;0.25;67;200;67;39;"3_execution_empty_0.25_"
1877;50;0.25;76;200;76;41;"4_execution_empty_0.25_"
1884;50;0.25;67;200;67;35;"5_execution_empty_0.25_"
1880;50;0.25;69;200;69;38;"6_execution_empty_0.25_"
1881;50;0.25;78;200;78;37;"7_execution_empty_0.25_"
1882;50;0.25;73;200;73;36;"8_execution_empty_0.25_"
1884;50;0.25;76;200;76;35;"9_execution_empty_0.25_"
1875;50;0.25;76;200;76;44;"10_execution_empty_0.25_"
1817;50;0.27;67;200;67;49;"1_execution_empty_0.27_"
1823;50;0.27;83;200;83;44;"2_execution_empty_0.27_"
1824;50;0.27;80;200;80;44;"3_execution_empty_0.27_"
1784;50;0.27;92;200;92;84;"4_execution_empty_0.27_"
1798;50;0.27;84;200;84;71;"5_execution_empty_0.27_"
1808;50;0.27;85;200;85;60;"6_execution_empty_0.27_"
1818;50;0.27;87;200;87;50;"7_execution_empty_0.27_"
1823;50;0.27;84;200;84;47;"8_execution_empty_0.27_"
2;50;0.27;2;200;2;1867;"9_execution_empty_0.27_"
1819;50;0.27;86;200;86;50;"10_execution_empty_0.27_"
1756;50;0.29;63;200;63;57;"1_execution_empty_0.29_"
1748;50;0.29;87;200;87;66;"2_execution_empty_0.29_"
1732;50;0.29;81;200;81;81;"3_execution_empty_0.29_"
1728;50;0.29;62;200;62;85;"4_execution_empty_0.29_"
1771;50;0.29;70;200;70;42;"5_execution_empty_0.29_"
1770;50;0.29;69;200;69;44;"6_execution_empty_0.29_"
1773;50;0.29;70;200;70;42;"7_execution_empty_0.29_"
1768;50;0.29;96;200;96;46;"8_execution_empty_0.29_"
1771;50;0.29;77;200;77;43;"9_execution_empty_0.29_"
1771;50;0.29;99;200;99;45;"10_execution_empty_0.29_"
1712;50;0.31;76;200;76;57;"1_execution_empty_0.31_"
1709;50;0.31;98;200;98;59;"2_execution_empty_0.31_"
1706;50;0.31;74;200;74;63;"3_execution_empty_0.31_"
1703;50;0.31;90;200;90;65;"4_execution_empty_0.31_"
1698;50;0.31;82;200;82;70;"5_execution_empty_0.31_"
1706;50;0.31;77;200;77;61;"6_execution_empty_0.31_"
1711;50;0.31;88;200;88;58;"7_execution_empty_0.31_"
1711;50;0.31;80;200;80;58;"8_execution_empty_0.31_"
1709;50;0.31;93;200;93;59;"9_execution_empty_0.31_"
1711;50;0.31;96;200;96;58;"10_execution_empty_0.31_"
1632;50;0.33;95;200;95;79;"1_execution_empty_0.33_"
1623;50;0.33;90;200;90;87;"2_execution_empty_0.33_"
1631;50;0.33;96;200;96;80;"3_execution_empty_0.33_"
1630;50;0.33;85;200;85;80;"4_execution_empty_0.33_"
1630;50;0.33;83;200;83;79;"5_execution_empty_0.33_"
1624;50;0.33;81;200;81;87;"6_execution_empty_0.33_"
1628;50;0.33;97;200;97;82;"7_execution_empty_0.33_"
1631;50;0.33;87;200;87;77;"8_execution_empty_0.33_"
1626;50;0.33;100;200;100;82;"9_execution_empty_0.33_"
1628;50;0.33;103;200;103;79;"10_execution_empty_0.33_"
1555;50;0.35;85;200;85;106;"1_execution_empty_0.35_"
1558;50;0.35;73;200;73;102;"2_execution_empty_0.35_"
1536;50;0.35;75;200;75;124;"3_execution_empty_0.35_"
20;50;0.35;7;200;7;1639;"4_execution_empty_0.35_"
1544;50;0.35;76;200;76;115;"5_execution_empty_0.35_"
1557;50;0.35;78;200;78;102;"6_execution_empty_0.35_"
1475;50;0.35;85;200;85;183;"7_execution_empty_0.35_"
1484;50;0.35;61;200;61;175;"8_execution_empty_0.35_"
2;50;0.35;2;200;2;1658;"9_execution_empty_0.35_"
1495;50;0.35;69;200;69;164;"10_execution_empty_0.35_"
1269;50;0.37;79;200;79;333;"1_execution_empty_0.37_"
1278;50;0.37;83;200;83;325;"2_execution_empty_0.37_"
1293;50;0.37;66;200;66;311;"3_execution_empty_0.37_"
4;50;0.37;3;200;3;1600;"4_execution_empty_0.37_"
1360;50;0.37;82;200;82;244;"5_execution_empty_0.37_"
1346;50;0.37;75;200;75;257;"6_execution_empty_0.37_"
62;50;0.37;17;200;17;1541;"7_execution_empty_0.37_"
1384;50;0.37;80;200;80;219;"8_execution_empty_0.37_"
1384;50;0.37;79;200;79;220;"9_execution_empty_0.37_"
1391;50;0.37;84;200;84;213;"10_execution_empty_0.37_"
1129;50;0.39;86;200;86;414;"1_execution_empty_0.39_"
155;50;0.39;28;200;28;1387;"2_execution_empty_0.39_"
11;50;0.39;5;200;5;1532;"3_execution_empty_0.39_"
1073;50;0.39;66;200;66;468;"4_execution_empty_0.39_"
185;50;0.39;29;200;29;1357;"5_execution_empty_0.39_"
196;50;0.39;36;200;36;1346;"6_execution_empty_0.39_"
998;50;0.39;66;200;66;545;"7_execution_empty_0.39_"
957;50;0.39;68;200;68;585;"8_execution_empty_0.39_"
907;50;0.39;81;200;81;636;"9_execution_empty_0.39_"
889;50;0.39;97;200;97;653;"10_execution_empty_0.39_"
302;50;0.41;65;200;65;1183;"1_execution_empty_0.41_"
397;50;0.41;39;200;39;1089;"2_execution_empty_0.41_"
392;50;0.41;67;200;67;1095;"3_execution_empty_0.41_"
280;50;0.41;56;200;56;1205;"4_execution_empty_0.41_"
385;50;0.41;57;200;57;1101;"5_execution_empty_0.41_"
166;50;0.41;35;200;35;1320;"6_execution_empty_0.41_"
157;50;0.41;29;200;29;1329;"7_execution_empty_0.41_"
10;50;0.41;5;200;5;1478;"8_execution_empty_0.41_"
367;50;0.41;50;200;50;1119;"9_execution_empty_0.41_"
494;50;0.41;95;200;95;994;"10_execution_empty_0.41_"
7;50;0.43;5;200;5;1424;"1_execution_empty_0.43_"
469;50;0.43;67;200;67;961;"2_execution_empty_0.43_"
12;50;0.43;8;200;8;1419;"3_execution_empty_0.43_"
156;50;0.43;32;200;32;1276;"4_execution_empty_0.43_"
156;50;0.43;41;200;41;1275;"5_execution_empty_0.43_"
496;50;0.43;85;200;85;935;"6_execution_empty_0.43_"
52;50;0.43;27;200;27;1380;"7_execution_empty_0.43_"
239;50;0.43;48;200;48;1191;"8_execution_empty_0.43_"
52;50;0.43;27;200;27;1378;"9_execution_empty_0.43_"
182;50;0.43;46;200;46;1248;"10_execution_empty_0.43_"
107;50;0.45;17;200;17;1267;"1_execution_empty_0.45_"
1;50;0.45;1;200;1;1373;"2_execution_empty_0.45_"
6;50;0.45;4;200;4;1369;"3_execution_empty_0.45_"
9;50;0.45;7;200;7;1366;"4_execution_empty_0.45_"
166;50;0.45;56;200;56;1209;"5_execution_empty_0.45_"
1;50;0.45;1;200;1;1374;"6_execution_empty_0.45_"
155;50;0.45;51;200;51;1222;"7_execution_empty_0.45_"
182;50;0.45;42;200;42;1194;"8_execution_empty_0.45_"
49;50;0.45;18;200;18;1327;"9_execution_empty_0.45_"
128;50;0.45;32;200;32;1249;"10_execution_empty_0.45_"
1;50;0.47;1;200;1;1325;"1_execution_empty_0.47_"
47;50;0.47;20;200;20;1279;"2_execution_empty_0.47_"
195;50;0.47;32;200;32;1131;"3_execution_empty_0.47_"
64;50;0.47;17;200;17;1262;"4_execution_empty_0.47_"
5;50;0.47;3;200;3;1320;"5_execution_empty_0.47_"
74;50;0.47;25;200;25;1253;"6_execution_empty_0.47_"
57;50;0.47;23;200;23;1268;"7_execution_empty_0.47_"
9;50;0.47;7;200;7;1316;"8_execution_empty_0.47_"
37;50;0.47;14;200;14;1290;"9_execution_empty_0.47_"
10;50;0.47;6;200;6;1316;"10_execution_empty_0.47_"
189;50;0.49;40;200;40;1092;"1_execution_empty_0.49_"
61;50;0.49;15;200;15;1219;"2_execution_empty_0.49_"
92;50;0.49;31;200;31;1189;"3_execution_empty_0.49_"
194;50;0.49;50;200;50;1087;"4_execution_empty_0.49_"
188;50;0.49;42;200;42;1092;"5_execution_empty_0.49_"
62;50;0.49;16;200;16;1219;"6_execution_empty_0.49_"
2;50;0.49;2;200;2;1278;"7_execution_empty_0.49_"
22;50;0.49;6;200;6;1258;"8_execution_empty_0.49_"
1;50;0.49;1;200;1;1277;"9_execution_empty_0.49_"
6;50;0.49;6;200;6;1273;"10_execution_empty_0.49_"
11;50;0.51;4;200;4;1205;"1_execution_empty_0.51_"
2;50;0.51;2;200;2;1214;"2_execution_empty_0.51_"
12;50;0.51;6;200;6;1204;"3_execution_empty_0.51_"
83;50;0.51;39;200;39;1134;"4_execution_empty_0.51_"
44;50;0.51;18;200;18;1172;"5_execution_empty_0.51_"
90;50;0.51;24;200;24;1127;"6_execution_empty_0.51_"
81;50;0.51;21;200;21;1135;"7_execution_empty_0.51_"
83;50;0.51;31;200;31;1134;"8_execution_empty_0.51_"
7;50;0.51;4;200;4;1209;"9_execution_empty_0.51_"
82;50;0.51;25;200;25;1135;"10_execution_empty_0.51_"
22;50;0.53;6;200;6;1136;"1_execution_empty_0.53_"
2;50;0.53;2;200;2;1155;"2_execution_empty_0.53_"
67;50;0.53;34;200;34;1091;"3_execution_empty_0.53_"
10;50;0.53;6;200;6;1149;"4_execution_empty_0.53_"
6;50;0.53;4;200;4;1154;"5_execution_empty_0.53_"
5;50;0.53;5;200;5;1155;"6_execution_empty_0.53_"
19;50;0.53;8;200;8;1141;"7_execution_empty_0.53_"
67;50;0.53;22;200;22;1092;"8_execution_empty_0.53_"
10;50;0.53;5;200;5;1150;"9_execution_empty_0.53_"
1;50;0.53;1;200;1;1159;"10_execution_empty_0.53_"
66;50;0.55;19;200;19;1056;"1_execution_empty_0.55_"
2;50;0.55;2;200;2;1120;"2_execution_empty_0.55_"
19;50;0.55;9;200;9;1102;"3_execution_empty_0.55_"
10;50;0.55;4;200;4;1112;"4_execution_empty_0.55_"
12;50;0.55;4;200;4;1110;"5_execution_empty_0.55_"
27;50;0.55;18;200;18;1095;"6_execution_empty_0.55_"
28;50;0.55;19;200;19;1094;"7_execution_empty_0.55_"
41;50;0.55;18;200;18;1080;"8_execution_empty_0.55_"
39;50;0.55;16;200;16;1084;"9_execution_empty_0.55_"
1;50;0.55;1;200;1;1122;"10_execution_empty_0.55_"
14;50;0.57;8;200;8;1058;"1_execution_empty_0.57_"
15;50;0.57;6;200;6;1056;"2_execution_empty_0.57_"
6;50;0.57;5;200;5;1065;"3_execution_empty_0.57_"
4;50;0.57;3;200;3;1068;"4_execution_empty_0.57_"
28;50;0.57;12;200;12;1043;"5_execution_empty_0.57_"
10;50;0.57;4;200;4;1061;"6_execution_empty_0.57_"
10;50;0.57;6;200;6;1062;"7_execution_empty_0.57_"
15;50;0.57;8;200;8;1059;"8_execution_empty_0.57_"
5;50;0.57;4;200;4;1068;"9_execution_empty_0.57_"
2;50;0.57;2;200;2;1070;"10_execution_empty_0.57_"
5;50;0.59;3;200;3;1007;"1_execution_empty_0.59_"
3;50;0.59;3;200;3;1010;"2_execution_empty_0.59_"
12;50;0.59;7;200;7;999;"3_execution_empty_0.59_"
23;50;0.59;12;200;12;989;"4_execution_empty_0.59_"
41;50;0.59;22;200;22;970;"5_execution_empty_0.59_"
6;50;0.59;4;200;4;1003;"6_execution_empty_0.59_"
5;50;0.59;5;200;5;1005;"7_execution_empty_0.59_"
12;50;0.59;10;200;10;998;"8_execution_empty_0.59_"
12;50;0.59;5;200;5;998;"9_execution_empty_0.59_"
1;50;0.59;1;200;1;1009;"10_execution_empty_0.59_"
11;50;0.61;6;200;6;943;"1_execution_empty_0.61_"
2;50;0.61;2;200;2;953;"2_execution_empty_0.61_"
13;50;0.61;5;200;5;943;"3_execution_empty_0.61_"
17;50;0.61;10;200;10;940;"4_execution_empty_0.61_"
16;50;0.61;9;200;9;941;"5_execution_empty_0.61_"
3;50;0.61;3;200;3;953;"6_execution_empty_0.61_"
31;50;0.61;13;200;13;926;"7_execution_empty_0.61_"
13;50;0.61;7;200;7;945;"8_execution_empty_0.61_"
17;50;0.61;8;200;8;942;"9_execution_empty_0.61_"
21;50;0.61;10;200;10;937;"10_execution_empty_0.61_"
1;50;0.63;1;200;1;895;"1_execution_empty_0.63_"
18;50;0.63;12;200;12;878;"2_execution_empty_0.63_"
15;50;0.63;8;200;8;880;"3_execution_empty_0.63_"
1;50;0.63;1;200;1;894;"4_execution_empty_0.63_"
11;50;0.63;8;200;8;883;"5_execution_empty_0.63_"
1;50;0.63;1;200;1;894;"6_execution_empty_0.63_"
1;50;0.63;1;200;1;894;"7_execution_empty_0.63_"
4;50;0.63;3;200;3;892;"8_execution_empty_0.63_"
1;50;0.63;1;200;1;896;"9_execution_empty_0.63_"
1;50;0.63;1;200;1;895;"10_execution_empty_0.63_"
3;50;0.65;3;200;3;849;"1_execution_empty_0.65_"
9;50;0.65;7;200;7;844;"2_execution_empty_0.65_"
10;50;0.65;8;200;8;843;"3_execution_empty_0.65_"
11;50;0.65;6;200;6;843;"4_execution_empty_0.65_"
1;50;0.65;1;200;1;854;"5_execution_empty_0.65_"
5;50;0.65;4;200;4;850;"6_execution_empty_0.65_"
16;50;0.65;8;200;8;838;"7_execution_empty_0.65_"
11;50;0.65;6;200;6;845;"8_execution_empty_0.65_"
5;50;0.65;4;200;4;852;"9_execution_empty_0.65_"
1;50;0.65;1;200;1;855;"10_execution_empty_0.65_"
10;50;0.67;6;200;6;791;"1_execution_empty_0.67_"
1;50;0.67;1;200;1;801;"2_execution_empty_0.67_"
2;50;0.67;2;200;2;800;"3_execution_empty_0.67_"
3;50;0.67;2;200;2;800;"4_execution_empty_0.67_"
6;50;0.67;6;200;6;796;"5_execution_empty_0.67_"
6;50;0.67;4;200;4;796;"6_execution_empty_0.67_"
12;50;0.67;7;200;7;790;"7_execution_empty_0.67_"
3;50;0.67;2;200;2;797;"8_execution_empty_0.67_"
2;50;0.67;2;200;2;797;"9_execution_empty_0.67_"
1;50;0.67;1;200;1;799;"10_execution_empty_0.67_"
1;50;0.69;1;200;1;762;"1_execution_empty_0.69_"
24;50;0.69;11;200;11;739;"2_execution_empty_0.69_"
5;50;0.69;3;200;3;757;"3_execution_empty_0.69_"
6;50;0.69;3;200;3;756;"4_execution_empty_0.69_"
12;50;0.69;8;200;8;750;"5_execution_empty_0.69_"
1;50;0.69;1;200;1;760;"6_execution_empty_0.69_"
1;50;0.69;1;200;1;760;"7_execution_empty_0.69_"
3;50;0.69;2;200;2;758;"8_execution_empty_0.69_"
3;50;0.69;3;200;3;760;"9_execution_empty_0.69_"
3;50;0.69;3;200;3;760;"10_execution_empty_0.69_"
2;50;0.71;2;200;2;709;"1_execution_empty_0.71_"
6;50;0.71;4;200;4;706;"2_execution_empty_0.71_"
6;50;0.71;4;200;4;706;"3_execution_empty_0.71_"
3;50;0.71;2;200;2;710;"4_execution_empty_0.71_"
1;50;0.71;1;200;1;711;"5_execution_empty_0.71_"
2;50;0.71;2;200;2;709;"6_execution_empty_0.71_"
1;50;0.71;1;200;1;710;"7_execution_empty_0.71_"
8;50;0.71;5;200;5;703;"8_execution_empty_0.71_"
16;50;0.71;10;200;10;695;"9_execution_empty_0.71_"
3;50;0.71;2;200;2;708;"10_execution_empty_0.71_"
3;50;0.73;3;200;3;647;"1_execution_empty_0.73_"
2;50;0.73;2;200;2;647;"2_execution_empty_0.73_"
1;50;0.73;1;200;1;649;"3_execution_empty_0.73_"
5;50;0.73;4;200;4;645;"4_execution_empty_0.73_"
7;50;0.73;5;200;5;642;"5_execution_empty_0.73_"
1;50;0.73;1;200;1;648;"6_execution_empty_0.73_"
3;50;0.73;3;200;3;647;"7_execution_empty_0.73_"
15;50;0.73;13;200;13;633;"8_execution_empty_0.73_"
4;50;0.73;3;200;3;645;"9_execution_empty_0.73_"
6;50;0.73;3;200;3;643;"10_execution_empty_0.73_"
1;50;0.75;1;200;1;605;"1_execution_empty_0.75_"
1;50;0.75;1;200;1;606;"2_execution_empty_0.75_"
1;50;0.75;1;200;1;607;"3_execution_empty_0.75_"
5;50;0.75;4;200;4;603;"4_execution_empty_0.75_"
2;50;0.75;2;200;2;605;"5_execution_empty_0.75_"
7;50;0.75;4;200;4;602;"6_execution_empty_0.75_"
6;50;0.75;5;200;5;603;"7_execution_empty_0.75_"
3;50;0.75;2;200;2;607;"8_execution_empty_0.75_"
8;50;0.75;5;200;5;603;"9_execution_empty_0.75_"
2;50;0.75;2;200;2;608;"10_execution_empty_0.75_"
6;50;0.77;6;200;6;562;"1_execution_empty_0.77_"
3;50;0.77;2;200;2;567;"2_execution_empty_0.77_"
1;50;0.77;1;200;1;570;"3_execution_empty_0.77_"
3;50;0.77;3;200;3;567;"4_execution_empty_0.77_"
5;50;0.77;3;200;3;566;"5_execution_empty_0.77_"
4;50;0.77;4;200;4;568;"6_execution_empty_0.77_"
4;50;0.77;3;200;3;568;"7_execution_empty_0.77_"
1;50;0.77;1;200;1;572;"8_execution_empty_0.77_"
1;50;0.77;1;200;1;570;"9_execution_empty_0.77_"
1;50;0.77;1;200;1;572;"10_execution_empty_0.77_"
1;50;0.79;1;200;1;526;"1_execution_empty_0.79_"
3;50;0.79;2;200;2;523;"2_execution_empty_0.79_"
2;50;0.79;2;200;2;524;"3_execution_empty_0.79_"
4;50;0.79;4;200;4;522;"4_execution_empty_0.79_"
2;50;0.79;2;200;2;524;"5_execution_empty_0.79_"
1;50;0.79;1;200;1;525;"6_execution_empty_0.79_"
4;50;0.79;4;200;4;521;"7_execution_empty_0.79_"
1;50;0.79;1;200;1;525;"8_execution_empty_0.79_"
1;50;0.79;1;200;1;526;"9_execution_empty_0.79_"
1;50;0.79;1;200;1;526;"10_execution_empty_0.79_"
2;50;0.81;2;200;2;480;"1_execution_empty_0.81_"
2;50;0.81;2;200;2;481;"2_execution_empty_0.81_"
1;50;0.81;1;200;1;482;"3_execution_empty_0.81_"
2;50;0.81;2;200;2;480;"4_execution_empty_0.81_"
3;50;0.81;2;200;2;480;"5_execution_empty_0.81_"
5;50;0.81;4;200;4;477;"6_execution_empty_0.81_"
1;50;0.81;1;200;1;482;"7_execution_empty_0.81_"
1;50;0.81;1;200;1;482;"8_execution_empty_0.81_"
2;50;0.81;2;200;2;480;"9_execution_empty_0.81_"
1;50;0.81;1;200;1;481;"10_execution_empty_0.81_"
1;50;0.83;1;200;1;425;"1_execution_empty_0.83_"
2;50;0.83;2;200;2;425;"2_execution_empty_0.83_"
2;50;0.83;2;200;2;424;"3_execution_empty_0.83_"
3;50;0.83;3;200;3;422;"4_execution_empty_0.83_"
1;50;0.83;1;200;1;424;"5_execution_empty_0.83_"
3;50;0.83;2;200;2;422;"6_execution_empty_0.83_"
1;50;0.83;1;200;1;424;"7_execution_empty_0.83_"
3;50;0.83;2;200;2;422;"8_execution_empty_0.83_"
1;50;0.83;1;200;1;423;"9_execution_empty_0.83_"
1;50;0.83;1;200;1;424;"10_execution_empty_0.83_"
3;50;0.85;3;200;3;366;"1_execution_empty_0.85_"
5;50;0.85;4;200;4;365;"2_execution_empty_0.85_"
2;50;0.85;2;200;2;368;"3_execution_empty_0.85_"
3;50;0.85;3;200;3;367;"4_execution_empty_0.85_"
3;50;0.85;2;200;2;367;"5_execution_empty_0.85_"
1;50;0.85;1;200;1;369;"6_execution_empty_0.85_"
3;50;0.85;3;200;3;367;"7_execution_empty_0.85_"
1;50;0.85;1;200;1;369;"8_execution_empty_0.85_"
2;50;0.85;2;200;2;368;"9_execution_empty_0.85_"
2;50;0.85;2;200;2;369;"10_execution_empty_0.85_"
2;50;0.87;2;200;2;312;"1_execution_empty_0.87_"
4;50;0.87;3;200;3;310;"2_execution_empty_0.87_"
1;50;0.87;1;200;1;313;"3_execution_empty_0.87_"
3;50;0.87;3;200;3;310;"4_execution_empty_0.87_"
1;50;0.87;1;200;1;313;"5_execution_empty_0.87_"
1;50;0.87;1;200;1;313;"6_execution_empty_0.87_"
1;50;0.87;1;200;1;313;"7_execution_empty_0.87_"
2;50;0.87;2;200;2;312;"8_execution_empty_0.87_"
1;50;0.87;1;200;1;313;"9_execution_empty_0.87_"
1;50;0.87;1;200;1;313;"10_execution_empty_0.87_"
