burned;dim;empty;endOfBurning;finalTime;fireDuration;forest;simulations
37;50;0.31;18;200;18;1709;"5_execution_empty_0.31_"
1536;50;0.31;104;200;104;209;"6_execution_empty_0.31_"
1590;50;0.31;81;200;81;167;"7_execution_empty_0.31_"
1441;50;0.31;100;200;100;275;"8_execution_empty_0.31_"
4;50;0.31;2;200;2;1706;"9_execution_empty_0.31_"
1397;50;0.31;92;200;92;311;"10_execution_empty_0.31_"
119;50;0.33;27;200;27;1519;"1_execution_empty_0.33_"
1166;50;0.33;91;200;91;467;"2_execution_empty_0.33_"
1045;50;0.33;87;200;87;603;"3_execution_empty_0.33_"
1132;50;0.33;92;200;92;550;"4_execution_empty_0.33_"
1230;50;0.33;133;200;133;471;"5_execution_empty_0.33_"
5;50;0.33;3;200;3;1695;"6_execution_empty_0.33_"
12;50;0.33;5;200;5;1690;"7_execution_empty_0.33_"
897;50;0.33;54;200;54;804;"8_execution_empty_0.33_"
1218;50;0.33;115;200;115;467;"9_execution_empty_0.33_"
1192;50;0.33;121;200;121;477;"10_execution_empty_0.33_"
1006;50;0.35;83;200;83;632;"1_execution_empty_0.35_"
1268;50;0.35;134;200;134;379;"2_execution_empty_0.35_"
936;50;0.35;96;200;96;687;"3_execution_empty_0.35_"
529;50;0.35;71;200;71;1102;"4_execution_empty_0.35_"
235;50;0.35;39;200;39;1393;"5_execution_empty_0.35_"
969;50;0.35;62;200;62;674;"6_execution_empty_0.35_"
1332;50;0.35;111;200;111;324;"7_execution_empty_0.35_"
1472;50;0.35;151;200;151;219;"8_execution_empty_0.35_"
1184;50;0.35;105;200;105;472;"9_execution_empty_0.35_"
1290;50;0.35;125;200;125;363;"10_execution_empty_0.35_"
22;50;0.37;9;200;9;1538;"1_execution_empty_0.37_"
578;50;0.37;90;200;90;977;"2_execution_empty_0.37_"
18;50;0.37;14;200;14;1504;"3_execution_empty_0.37_"
358;50;0.37;68;200;68;1166;"4_execution_empty_0.37_"
39;50;0.37;16;200;16;1484;"5_execution_empty_0.37_"
151;50;0.37;35;200;35;1376;"6_execution_empty_0.37_"
77;50;0.37;17;200;17;1456;"7_execution_empty_0.37_"
178;50;0.37;45;200;45;1363;"8_execution_empty_0.37_"
59;50;0.37;16;200;16;1483;"9_execution_empty_0.37_"
270;50;0.37;52;200;52;1276;"10_execution_empty_0.37_"
115;50;0.39;27;200;27;1372;"1_execution_empty_0.39_"
87;50;0.39;27;200;27;1406;"2_execution_empty_0.39_"
413;50;0.39;81;200;81;1086;"3_execution_empty_0.39_"
59;50;0.39;24;200;24;1429;"4_execution_empty_0.39_"
152;50;0.39;35;200;35;1343;"5_execution_empty_0.39_"
196;50;0.39;49;200;49;1303;"6_execution_empty_0.39_"
91;50;0.39;25;200;25;1400;"7_execution_empty_0.39_"
78;50;0.39;21;200;21;1412;"8_execution_empty_0.39_"
41;50;0.39;21;200;21;1450;"9_execution_empty_0.39_"
14;50;0.39;8;200;8;1471;"10_execution_empty_0.39_"
94;50;0.41;24;200;24;1342;"1_execution_empty_0.41_"
101;50;0.41;25;200;25;1330;"2_execution_empty_0.41_"
5;50;0.41;4;200;4;1420;"3_execution_empty_0.41_"
13;50;0.41;6;200;6;1410;"4_execution_empty_0.41_"
36;50;0.41;14;200;14;1387;"5_execution_empty_0.41_"
149;50;0.41;42;200;42;1280;"6_execution_empty_0.41_"
146;50;0.41;39;200;39;1271;"7_execution_empty_0.41_"
84;50;0.41;35;200;35;1334;"8_execution_empty_0.41_"
40;50;0.41;19;200;19;1380;"9_execution_empty_0.41_"
24;50;0.41;11;200;11;1389;"10_execution_empty_0.41_"
25;50;0.43;17;200;17;1327;"1_execution_empty_0.43_"
11;50;0.43;6;200;6;1339;"2_execution_empty_0.43_"
82;50;0.43;28;200;28;1271;"3_execution_empty_0.43_"
2;50;0.43;2;200;2;1351;"4_execution_empty_0.43_"
2;50;0.43;2;200;2;1351;"5_execution_empty_0.43_"
50;50;0.43;21;200;21;1304;"6_execution_empty_0.43_"
11;50;0.43;6;200;6;1342;"7_execution_empty_0.43_"
1;50;0.43;1;200;1;1355;"8_execution_empty_0.43_"
7;50;0.43;4;200;4;1349;"9_execution_empty_0.43_"
60;50;0.43;15;200;15;1299;"10_execution_empty_0.43_"
31;50;0.45;16;200;16;1285;"1_execution_empty_0.45_"
11;50;0.45;7;200;7;1308;"2_execution_empty_0.45_"
36;50;0.45;20;200;20;1282;"3_execution_empty_0.45_"
6;50;0.45;4;200;4;1309;"4_execution_empty_0.45_"
16;50;0.45;6;200;6;1299;"5_execution_empty_0.45_"
1;50;0.45;1;200;1;1319;"6_execution_empty_0.45_"
162;50;0.45;36;200;36;1157;"7_execution_empty_0.45_"
4;50;0.45;4;200;4;1316;"8_execution_empty_0.45_"
51;50;0.45;18;200;18;1268;"9_execution_empty_0.45_"
3;50;0.45;2;200;2;1314;"10_execution_empty_0.45_"
4;50;0.47;3;200;3;1253;"1_execution_empty_0.47_"
12;50;0.47;5;200;5;1247;"2_execution_empty_0.47_"
16;50;0.47;7;200;7;1241;"3_execution_empty_0.47_"
11;50;0.47;9;200;9;1255;"4_execution_empty_0.47_"
2;50;0.47;2;200;2;1266;"5_execution_empty_0.47_"
4;50;0.47;3;200;3;1263;"6_execution_empty_0.47_"
12;50;0.47;5;200;5;1258;"7_execution_empty_0.47_"
11;50;0.47;6;200;6;1257;"8_execution_empty_0.47_"
27;50;0.47;10;200;10;1241;"9_execution_empty_0.47_"
1;50;0.47;1;200;1;1274;"10_execution_empty_0.47_"
1;50;0.49;1;200;1;1220;"1_execution_empty_0.49_"
11;50;0.49;7;200;7;1209;"2_execution_empty_0.49_"
2;50;0.49;2;200;2;1217;"3_execution_empty_0.49_"
1;50;0.49;1;200;1;1218;"4_execution_empty_0.49_"
1;50;0.49;1;200;1;1219;"5_execution_empty_0.49_"
18;50;0.49;10;200;10;1200;"6_execution_empty_0.49_"
13;50;0.49;5;200;5;1204;"7_execution_empty_0.49_"
30;50;0.49;16;200;16;1187;"8_execution_empty_0.49_"
14;50;0.49;8;200;8;1201;"9_execution_empty_0.49_"
10;50;0.49;6;200;6;1207;"10_execution_empty_0.49_"
19;50;0.51;15;200;15;1156;"1_execution_empty_0.51_"
8;50;0.51;6;200;6;1166;"2_execution_empty_0.51_"
2;50;0.51;2;200;2;1171;"3_execution_empty_0.51_"
8;50;0.51;5;200;5;1166;"4_execution_empty_0.51_"
5;50;0.51;4;200;4;1172;"5_execution_empty_0.51_"
33;50;0.51;9;200;9;1144;"6_execution_empty_0.51_"
27;50;0.51;11;200;11;1144;"7_execution_empty_0.51_"
31;50;0.51;18;200;18;1139;"8_execution_empty_0.51_"
1;50;0.51;1;200;1;1172;"9_execution_empty_0.51_"
5;50;0.51;3;200;3;1168;"10_execution_empty_0.51_"
17;50;0.53;8;200;8;1119;"1_execution_empty_0.53_"
11;50;0.53;8;200;8;1122;"2_execution_empty_0.53_"
4;50;0.53;3;200;3;1127;"3_execution_empty_0.53_"
14;50;0.53;7;200;7;1118;"4_execution_empty_0.53_"
10;50;0.53;7;200;7;1119;"5_execution_empty_0.53_"
1;50;0.53;1;200;1;1125;"6_execution_empty_0.53_"
5;50;0.53;3;200;3;1121;"7_execution_empty_0.53_"
18;50;0.53;10;200;10;1110;"8_execution_empty_0.53_"
13;50;0.53;5;200;5;1119;"9_execution_empty_0.53_"
30;50;0.53;12;200;12;1105;"10_execution_empty_0.53_"
12;50;0.55;10;200;10;1071;"1_execution_empty_0.55_"
5;50;0.55;5;200;5;1071;"2_execution_empty_0.55_"
6;50;0.55;4;200;4;1072;"3_execution_empty_0.55_"
3;50;0.55;2;200;2;1076;"4_execution_empty_0.55_"
1;50;0.55;1;200;1;1078;"5_execution_empty_0.55_"
1;50;0.55;1;200;1;1078;"6_execution_empty_0.55_"
7;50;0.55;5;200;5;1072;"7_execution_empty_0.55_"
2;50;0.55;2;200;2;1080;"8_execution_empty_0.55_"
4;50;0.55;3;200;3;1080;"9_execution_empty_0.55_"
6;50;0.55;3;200;3;1078;"10_execution_empty_0.55_"
3;50;0.57;3;200;3;1028;"1_execution_empty_0.57_"
24;50;0.57;14;200;14;1006;"2_execution_empty_0.57_"
13;50;0.57;7;200;7;1020;"3_execution_empty_0.57_"
13;50;0.57;8;200;8;1020;"4_execution_empty_0.57_"
31;50;0.57;12;200;12;1000;"5_execution_empty_0.57_"
21;50;0.57;13;200;13;1012;"6_execution_empty_0.57_"
9;50;0.57;6;200;6;1023;"7_execution_empty_0.57_"
3;50;0.57;2;200;2;1029;"8_execution_empty_0.57_"
5;50;0.57;5;200;5;1027;"9_execution_empty_0.57_"
5;50;0.57;3;200;3;1023;"10_execution_empty_0.57_"
5;50;0.59;3;200;3;966;"1_execution_empty_0.59_"
6;50;0.59;4;200;4;968;"2_execution_empty_0.59_"
2;50;0.59;2;200;2;973;"3_execution_empty_0.59_"
2;50;0.59;2;200;2;972;"4_execution_empty_0.59_"
10;50;0.59;5;200;5;965;"5_execution_empty_0.59_"
1;50;0.59;1;200;1;976;"6_execution_empty_0.59_"
1;50;0.59;1;200;1;975;"7_execution_empty_0.59_"
1;50;0.59;1;200;1;976;"8_execution_empty_0.59_"
3;50;0.59;3;200;3;974;"9_execution_empty_0.59_"
7;50;0.59;4;200;4;969;"10_execution_empty_0.59_"
26;50;0.61;13;200;13;898;"1_execution_empty_0.61_"
28;50;0.61;12;200;12;894;"2_execution_empty_0.61_"
1;50;0.61;1;200;1;913;"3_execution_empty_0.61_"
8;50;0.61;4;200;4;908;"4_execution_empty_0.61_"
1;50;0.61;1;200;1;915;"5_execution_empty_0.61_"
1;50;0.61;1;200;1;913;"6_execution_empty_0.61_"
10;50;0.61;4;200;4;905;"7_execution_empty_0.61_"
13;50;0.61;8;200;8;902;"8_execution_empty_0.61_"
1;50;0.61;1;200;1;914;"9_execution_empty_0.61_"
2;50;0.61;2;200;2;914;"10_execution_empty_0.61_"
3;50;0.63;3;200;3;876;"1_execution_empty_0.63_"
2;50;0.63;2;200;2;878;"2_execution_empty_0.63_"
4;50;0.63;3;200;3;874;"3_execution_empty_0.63_"
7;50;0.63;5;200;5;869;"4_execution_empty_0.63_"
5;50;0.63;5;200;5;873;"5_execution_empty_0.63_"
8;50;0.63;4;200;4;869;"6_execution_empty_0.63_"
8;50;0.63;5;200;5;870;"7_execution_empty_0.63_"
10;50;0.63;7;200;7;867;"8_execution_empty_0.63_"
15;50;0.63;10;200;10;861;"9_execution_empty_0.63_"
1;50;0.63;1;200;1;882;"10_execution_empty_0.63_"
2;50;0.65;2;200;2;830;"1_execution_empty_0.65_"
7;50;0.65;7;200;7;825;"2_execution_empty_0.65_"
5;50;0.65;5;200;5;826;"3_execution_empty_0.65_"
3;50;0.65;2;200;2;829;"4_execution_empty_0.65_"
5;50;0.65;5;200;5;828;"5_execution_empty_0.65_"
1;50;0.65;1;200;1;832;"6_execution_empty_0.65_"
6;50;0.65;4;200;4;826;"7_execution_empty_0.65_"
10;50;0.65;6;200;6;824;"8_execution_empty_0.65_"
2;50;0.65;2;200;2;829;"9_execution_empty_0.65_"
4;50;0.65;3;200;3;828;"10_execution_empty_0.65_"
8;50;0.67;5;200;5;782;"1_execution_empty_0.67_"
2;50;0.67;2;200;2;789;"2_execution_empty_0.67_"
4;50;0.67;3;200;3;785;"3_execution_empty_0.67_"
3;50;0.67;3;200;3;788;"4_execution_empty_0.67_"
4;50;0.67;4;200;4;788;"5_execution_empty_0.67_"
2;50;0.67;2;200;2;789;"6_execution_empty_0.67_"
11;50;0.67;5;200;5;780;"7_execution_empty_0.67_"
4;50;0.67;2;200;2;788;"8_execution_empty_0.67_"
5;50;0.67;5;200;5;786;"9_execution_empty_0.67_"
3;50;0.67;3;200;3;789;"10_execution_empty_0.67_"
3;50;0.69;2;200;2;733;"1_execution_empty_0.69_"
7;50;0.69;4;200;4;730;"2_execution_empty_0.69_"
1;50;0.69;1;200;1;735;"3_execution_empty_0.69_"
1;50;0.69;1;200;1;735;"4_execution_empty_0.69_"
1;50;0.69;1;200;1;736;"5_execution_empty_0.69_"
2;50;0.69;2;200;2;735;"6_execution_empty_0.69_"
1;50;0.69;1;200;1;737;"7_execution_empty_0.69_"
1;50;0.69;1;200;1;736;"8_execution_empty_0.69_"
6;50;0.69;4;200;4;731;"9_execution_empty_0.69_"
6;50;0.69;4;200;4;731;"10_execution_empty_0.69_"
4;50;0.71;3;200;3;677;"1_execution_empty_0.71_"
5;50;0.71;3;200;3;676;"2_execution_empty_0.71_"
2;50;0.71;2;200;2;678;"3_execution_empty_0.71_"
2;50;0.71;2;200;2;678;"4_execution_empty_0.71_"
1;50;0.71;1;200;1;679;"5_execution_empty_0.71_"
3;50;0.71;3;200;3;677;"6_execution_empty_0.71_"
5;50;0.71;5;200;5;675;"7_execution_empty_0.71_"
1;50;0.71;1;200;1;679;"8_execution_empty_0.71_"
1;50;0.71;1;200;1;680;"9_execution_empty_0.71_"
1;50;0.71;1;200;1;680;"10_execution_empty_0.71_"
2;50;0.73;2;200;2;615;"1_execution_empty_0.73_"
2;50;0.73;2;200;2;613;"2_execution_empty_0.73_"
6;50;0.73;3;200;3;608;"3_execution_empty_0.73_"
1;50;0.73;1;200;1;615;"4_execution_empty_0.73_"
2;50;0.73;2;200;2;614;"5_execution_empty_0.73_"
1;50;0.73;1;200;1;615;"6_execution_empty_0.73_"
5;50;0.73;3;200;3;612;"7_execution_empty_0.73_"
2;50;0.73;2;200;2;617;"8_execution_empty_0.73_"
3;50;0.73;3;200;3;615;"9_execution_empty_0.73_"
2;50;0.73;2;200;2;617;"10_execution_empty_0.73_"
1;50;0.75;1;200;1;570;"1_execution_empty_0.75_"
1;50;0.75;1;200;1;570;"2_execution_empty_0.75_"
1;50;0.75;1;200;1;570;"3_execution_empty_0.75_"
3;50;0.75;3;200;3;568;"4_execution_empty_0.75_"
3;50;0.75;3;200;3;568;"5_execution_empty_0.75_"
1;50;0.75;1;200;1;570;"6_execution_empty_0.75_"
1;50;0.75;1;200;1;570;"7_execution_empty_0.75_"
4;50;0.75;3;200;3;566;"8_execution_empty_0.75_"
3;50;0.75;3;200;3;566;"9_execution_empty_0.75_"
1;50;0.75;1;200;1;569;"10_execution_empty_0.75_"
1;50;0.77;1;200;1;525;"1_execution_empty_0.77_"
5;50;0.77;4;200;4;520;"2_execution_empty_0.77_"
2;50;0.77;2;200;2;524;"3_execution_empty_0.77_"
4;50;0.77;3;200;3;522;"4_execution_empty_0.77_"
1;50;0.77;1;200;1;524;"5_execution_empty_0.77_"
6;50;0.77;4;200;4;518;"6_execution_empty_0.77_"
3;50;0.77;3;200;3;522;"7_execution_empty_0.77_"
1;50;0.77;1;200;1;524;"8_execution_empty_0.77_"
1;50;0.77;1;200;1;524;"9_execution_empty_0.77_"
1;50;0.77;1;200;1;524;"10_execution_empty_0.77_"
3;50;0.79;3;200;3;491;"1_execution_empty_0.79_"
1;50;0.79;1;200;1;494;"2_execution_empty_0.79_"
2;50;0.79;2;200;2;493;"3_execution_empty_0.79_"
3;50;0.79;3;200;3;491;"4_execution_empty_0.79_"
2;50;0.79;2;200;2;492;"5_execution_empty_0.79_"
7;50;0.79;3;200;3;488;"6_execution_empty_0.79_"
1;50;0.79;1;200;1;494;"7_execution_empty_0.79_"
2;50;0.79;2;200;2;494;"8_execution_empty_0.79_"
1;50;0.79;1;200;1;495;"9_execution_empty_0.79_"
3;50;0.79;2;200;2;493;"10_execution_empty_0.79_"
3;50;0.81;3;200;3;450;"1_execution_empty_0.81_"
4;50;0.81;3;200;3;449;"2_execution_empty_0.81_"
3;50;0.81;2;200;2;451;"3_execution_empty_0.81_"
5;50;0.81;4;200;4;448;"4_execution_empty_0.81_"
1;50;0.81;1;200;1;453;"5_execution_empty_0.81_"
4;50;0.81;3;200;3;450;"6_execution_empty_0.81_"
3;50;0.81;3;200;3;449;"7_execution_empty_0.81_"
1;50;0.81;1;200;1;452;"8_execution_empty_0.81_"
2;50;0.81;2;200;2;451;"9_execution_empty_0.81_"
1;50;0.81;1;200;1;452;"10_execution_empty_0.81_"
2;50;0.83;2;200;2;402;"1_execution_empty_0.83_"
1;50;0.83;1;200;1;400;"2_execution_empty_0.83_"
2;50;0.83;2;200;2;400;"3_execution_empty_0.83_"
1;50;0.83;1;200;1;401;"4_execution_empty_0.83_"
1;50;0.83;1;200;1;402;"5_execution_empty_0.83_"
3;50;0.83;3;200;3;400;"6_execution_empty_0.83_"
1;50;0.83;1;200;1;402;"7_execution_empty_0.83_"
4;50;0.83;3;200;3;398;"8_execution_empty_0.83_"
1;50;0.83;1;200;1;401;"9_execution_empty_0.83_"
2;50;0.83;2;200;2;398;"10_execution_empty_0.83_"
1;50;0.85;1;200;1;350;"1_execution_empty_0.85_"
1;50;0.85;1;200;1;351;"2_execution_empty_0.85_"
1;50;0.85;1;200;1;352;"3_execution_empty_0.85_"
1;50;0.85;1;200;1;351;"4_execution_empty_0.85_"
2;50;0.85;2;200;2;350;"5_execution_empty_0.85_"
1;50;0.85;1;200;1;352;"6_execution_empty_0.85_"
1;50;0.85;1;200;1;352;"7_execution_empty_0.85_"
2;50;0.85;2;200;2;350;"8_execution_empty_0.85_"
2;50;0.85;2;200;2;351;"9_execution_empty_0.85_"
5;50;0.85;3;200;3;348;"10_execution_empty_0.85_"
4;50;0.87;4;200;4;297;"1_execution_empty_0.87_"
1;50;0.87;1;200;1;300;"2_execution_empty_0.87_"
1;50;0.87;1;200;1;301;"3_execution_empty_0.87_"
1;50;0.87;1;200;1;301;"4_execution_empty_0.87_"
3;50;0.87;3;200;3;299;"5_execution_empty_0.87_"
1;50;0.87;1;200;1;300;"6_execution_empty_0.87_"
2;50;0.87;2;200;2;299;"7_execution_empty_0.87_"
1;50;0.87;1;200;1;301;"8_execution_empty_0.87_"
1;50;0.87;1;200;1;301;"9_execution_empty_0.87_"
1;50;0.87;1;200;1;301;"10_execution_empty_0.87_"
