burned;dim;empty;endOfBurning;finalTime;fireDuration;forest;simulations
2351;50;0.07;44;200;44;0;"7_execution_empty_0.07_"
2351;50;0.07;37;200;37;0;"8_execution_empty_0.07_"
2351;50;0.07;44;200;44;0;"9_execution_empty_0.07_"
2351;50;0.07;42;200;42;0;"10_execution_empty_0.07_"
2300;50;0.09;42;200;42;0;"1_execution_empty_0.09_"
2300;50;0.09;42;200;42;0;"2_execution_empty_0.09_"
2300;50;0.09;45;200;45;0;"3_execution_empty_0.09_"
2300;50;0.09;43;200;43;0;"4_execution_empty_0.09_"
2300;50;0.09;28;200;28;0;"5_execution_empty_0.09_"
2300;50;0.09;32;200;32;0;"6_execution_empty_0.09_"
2299;50;0.09;48;200;48;0;"7_execution_empty_0.09_"
2299;50;0.09;49;200;49;0;"8_execution_empty_0.09_"
2300;50;0.09;37;200;37;0;"9_execution_empty_0.09_"
2300;50;0.09;48;200;48;0;"10_execution_empty_0.09_"
2249;50;0.11;46;200;46;0;"1_execution_empty_0.11_"
2249;50;0.11;44;200;44;0;"2_execution_empty_0.11_"
2250;50;0.11;51;200;51;0;"3_execution_empty_0.11_"
2250;50;0.11;48;200;48;0;"4_execution_empty_0.11_"
2250;50;0.11;38;200;38;0;"5_execution_empty_0.11_"
2250;50;0.11;45;200;45;0;"6_execution_empty_0.11_"
2250;50;0.11;50;200;50;0;"7_execution_empty_0.11_"
2250;50;0.11;37;200;37;0;"8_execution_empty_0.11_"
2250;50;0.11;37;200;37;0;"9_execution_empty_0.11_"
2250;50;0.11;49;200;49;0;"10_execution_empty_0.11_"
2205;50;0.13;45;200;45;0;"1_execution_empty_0.13_"
2206;50;0.13;42;200;42;0;"2_execution_empty_0.13_"
2205;50;0.13;47;200;47;0;"3_execution_empty_0.13_"
2205;50;0.13;40;200;40;0;"4_execution_empty_0.13_"
2205;50;0.13;50;200;50;0;"5_execution_empty_0.13_"
2205;50;0.13;42;200;42;0;"6_execution_empty_0.13_"
2205;50;0.13;50;200;50;0;"7_execution_empty_0.13_"
2205;50;0.13;48;200;48;0;"8_execution_empty_0.13_"
2205;50;0.13;50;200;50;0;"9_execution_empty_0.13_"
2205;50;0.13;41;200;41;0;"10_execution_empty_0.13_"
2154;50;0.15;43;200;43;0;"1_execution_empty_0.15_"
2154;50;0.15;44;200;44;0;"2_execution_empty_0.15_"
2155;50;0.15;37;200;37;0;"3_execution_empty_0.15_"
2154;50;0.15;50;200;50;0;"4_execution_empty_0.15_"
2154;50;0.15;42;200;42;0;"5_execution_empty_0.15_"
2154;50;0.15;50;200;50;0;"6_execution_empty_0.15_"
2154;50;0.15;45;200;45;0;"7_execution_empty_0.15_"
2154;50;0.15;34;200;34;0;"8_execution_empty_0.15_"
2155;50;0.15;48;200;48;0;"9_execution_empty_0.15_"
2154;50;0.15;42;200;42;0;"10_execution_empty_0.15_"
2098;50;0.17;35;200;35;0;"1_execution_empty_0.17_"
2099;50;0.17;51;200;51;0;"2_execution_empty_0.17_"
2098;50;0.17;47;200;47;0;"3_execution_empty_0.17_"
2099;50;0.17;33;200;33;0;"4_execution_empty_0.17_"
2100;50;0.17;50;200;50;0;"5_execution_empty_0.17_"
2100;50;0.17;43;200;43;0;"6_execution_empty_0.17_"
2099;50;0.17;45;200;45;0;"7_execution_empty_0.17_"
2099;50;0.17;45;200;45;0;"8_execution_empty_0.17_"
2099;50;0.17;34;200;34;0;"9_execution_empty_0.17_"
2099;50;0.17;49;200;49;0;"10_execution_empty_0.17_"
2038;50;0.19;37;200;37;0;"1_execution_empty_0.19_"
2040;50;0.19;50;200;50;0;"2_execution_empty_0.19_"
2039;50;0.19;50;200;50;0;"3_execution_empty_0.19_"
2037;50;0.19;43;200;43;0;"4_execution_empty_0.19_"
2036;50;0.19;50;200;50;0;"5_execution_empty_0.19_"
2036;50;0.19;34;200;34;0;"6_execution_empty_0.19_"
2036;50;0.19;46;200;46;0;"7_execution_empty_0.19_"
2036;50;0.19;43;200;43;0;"8_execution_empty_0.19_"
2037;50;0.19;45;200;45;0;"9_execution_empty_0.19_"
2037;50;0.19;46;200;46;0;"10_execution_empty_0.19_"
1989;50;0.21;52;200;52;1;"1_execution_empty_0.21_"
1989;50;0.21;38;200;38;0;"2_execution_empty_0.21_"
1989;50;0.21;39;200;39;0;"3_execution_empty_0.21_"
1990;50;0.21;48;200;48;0;"4_execution_empty_0.21_"
1991;50;0.21;38;200;38;0;"5_execution_empty_0.21_"
1990;50;0.21;43;200;43;0;"6_execution_empty_0.21_"
1990;50;0.21;41;200;41;0;"7_execution_empty_0.21_"
1990;50;0.21;45;200;45;0;"8_execution_empty_0.21_"
1990;50;0.21;41;200;41;0;"9_execution_empty_0.21_"
1990;50;0.21;40;200;40;0;"10_execution_empty_0.21_"
1937;50;0.23;38;200;38;0;"1_execution_empty_0.23_"
1937;50;0.23;31;200;31;0;"2_execution_empty_0.23_"
1938;50;0.23;47;200;47;0;"3_execution_empty_0.23_"
1937;50;0.23;42;200;42;0;"4_execution_empty_0.23_"
1937;50;0.23;44;200;44;0;"5_execution_empty_0.23_"
1933;50;0.23;50;200;50;3;"6_execution_empty_0.23_"
1936;50;0.23;44;200;44;0;"7_execution_empty_0.23_"
1937;50;0.23;37;200;37;0;"8_execution_empty_0.23_"
1937;50;0.23;44;200;44;1;"9_execution_empty_0.23_"
1938;50;0.23;44;200;44;0;"10_execution_empty_0.23_"
1880;50;0.25;47;200;47;0;"1_execution_empty_0.25_"
1881;50;0.25;50;200;50;0;"2_execution_empty_0.25_"
1881;50;0.25;48;200;48;0;"3_execution_empty_0.25_"
1881;50;0.25;47;200;47;0;"4_execution_empty_0.25_"
1881;50;0.25;46;200;46;0;"5_execution_empty_0.25_"
1880;50;0.25;43;200;43;0;"6_execution_empty_0.25_"
1880;50;0.25;34;200;34;0;"7_execution_empty_0.25_"
1880;50;0.25;49;200;49;0;"8_execution_empty_0.25_"
1877;50;0.25;50;200;50;3;"9_execution_empty_0.25_"
1880;50;0.25;32;200;32;0;"10_execution_empty_0.25_"
1831;50;0.27;31;200;31;0;"1_execution_empty_0.27_"
1830;50;0.27;48;200;48;1;"2_execution_empty_0.27_"
1827;50;0.27;47;200;47;2;"3_execution_empty_0.27_"
1829;50;0.27;48;200;48;0;"4_execution_empty_0.27_"
1830;50;0.27;43;200;43;0;"5_execution_empty_0.27_"
1830;50;0.27;45;200;45;0;"6_execution_empty_0.27_"
1829;50;0.27;51;200;51;0;"7_execution_empty_0.27_"
1828;50;0.27;54;200;54;0;"8_execution_empty_0.27_"
1828;50;0.27;44;200;44;0;"9_execution_empty_0.27_"
1829;50;0.27;42;200;42;0;"10_execution_empty_0.27_"
1762;50;0.29;49;200;49;0;"1_execution_empty_0.29_"
1763;50;0.29;38;200;38;0;"2_execution_empty_0.29_"
1762;50;0.29;45;200;45;0;"3_execution_empty_0.29_"
1762;50;0.29;51;200;51;0;"4_execution_empty_0.29_"
1763;50;0.29;48;200;48;0;"5_execution_empty_0.29_"
1763;50;0.29;51;200;51;0;"6_execution_empty_0.29_"
1760;50;0.29;44;200;44;2;"7_execution_empty_0.29_"
1760;50;0.29;48;200;48;2;"8_execution_empty_0.29_"
1762;50;0.29;37;200;37;1;"9_execution_empty_0.29_"
1763;50;0.29;46;200;46;0;"10_execution_empty_0.29_"
1708;50;0.31;53;200;53;2;"1_execution_empty_0.31_"
1710;50;0.31;50;200;50;0;"2_execution_empty_0.31_"
1711;50;0.31;46;200;46;0;"3_execution_empty_0.31_"
1711;50;0.31;49;200;49;0;"4_execution_empty_0.31_"
1711;50;0.31;50;200;50;0;"5_execution_empty_0.31_"
1711;50;0.31;48;200;48;0;"6_execution_empty_0.31_"
1710;50;0.31;48;200;48;0;"7_execution_empty_0.31_"
1711;50;0.31;44;200;44;0;"8_execution_empty_0.31_"
1711;50;0.31;47;200;47;0;"9_execution_empty_0.31_"
1712;50;0.31;46;200;46;0;"10_execution_empty_0.31_"
1662;50;0.33;45;200;45;0;"1_execution_empty_0.33_"
1664;50;0.33;47;200;47;0;"2_execution_empty_0.33_"
1664;50;0.33;53;200;53;0;"3_execution_empty_0.33_"
1666;50;0.33;51;200;51;0;"4_execution_empty_0.33_"
1664;50;0.33;56;200;56;2;"5_execution_empty_0.33_"
1664;50;0.33;47;200;47;2;"6_execution_empty_0.33_"
1665;50;0.33;41;200;41;0;"7_execution_empty_0.33_"
1664;50;0.33;52;200;52;2;"8_execution_empty_0.33_"
1666;50;0.33;35;200;35;1;"9_execution_empty_0.33_"
1667;50;0.33;48;200;48;0;"10_execution_empty_0.33_"
1618;50;0.35;51;200;51;0;"1_execution_empty_0.35_"
1618;50;0.35;46;200;46;0;"2_execution_empty_0.35_"
1618;50;0.35;42;200;42;0;"3_execution_empty_0.35_"
1616;50;0.35;42;200;42;1;"4_execution_empty_0.35_"
1617;50;0.35;38;200;38;0;"5_execution_empty_0.35_"
1618;50;0.35;49;200;49;0;"6_execution_empty_0.35_"
1618;50;0.35;46;200;46;0;"7_execution_empty_0.35_"
1617;50;0.35;35;200;35;0;"8_execution_empty_0.35_"
1615;50;0.35;46;200;46;2;"9_execution_empty_0.35_"
1616;50;0.35;41;200;41;2;"10_execution_empty_0.35_"
1559;50;0.37;45;200;45;6;"1_execution_empty_0.37_"
1559;50;0.37;45;200;45;7;"2_execution_empty_0.37_"
1557;50;0.37;38;200;38;9;"3_execution_empty_0.37_"
1561;50;0.37;54;200;54;6;"4_execution_empty_0.37_"
1560;50;0.37;52;200;52;6;"5_execution_empty_0.37_"
1560;50;0.37;38;200;38;5;"6_execution_empty_0.37_"
1558;50;0.37;36;200;36;7;"7_execution_empty_0.37_"
1561;50;0.37;44;200;44;6;"8_execution_empty_0.37_"
1561;50;0.37;50;200;50;6;"9_execution_empty_0.37_"
1559;50;0.37;54;200;54;8;"10_execution_empty_0.37_"
1507;50;0.39;50;200;50;6;"1_execution_empty_0.39_"
1503;50;0.39;51;200;51;8;"2_execution_empty_0.39_"
1504;50;0.39;52;200;52;9;"3_execution_empty_0.39_"
1505;50;0.39;45;200;45;7;"4_execution_empty_0.39_"
1503;50;0.39;49;200;49;8;"5_execution_empty_0.39_"
1499;50;0.39;39;200;39;12;"6_execution_empty_0.39_"
1500;50;0.39;38;200;38;12;"7_execution_empty_0.39_"
3;50;0.39;3;200;3;1509;"8_execution_empty_0.39_"
1501;50;0.39;51;200;51;10;"9_execution_empty_0.39_"
1506;50;0.39;50;200;50;4;"10_execution_empty_0.39_"
1453;50;0.41;53;200;53;4;"1_execution_empty_0.41_"
1454;50;0.41;38;200;38;3;"2_execution_empty_0.41_"
1453;50;0.41;47;200;47;3;"3_execution_empty_0.41_"
1454;50;0.41;53;200;53;2;"4_execution_empty_0.41_"
1450;50;0.41;45;200;45;4;"5_execution_empty_0.41_"
1451;50;0.41;57;200;57;4;"6_execution_empty_0.41_"
1451;50;0.41;51;200;51;3;"7_execution_empty_0.41_"
1449;50;0.41;48;200;48;6;"8_execution_empty_0.41_"
1451;50;0.41;42;200;42;3;"9_execution_empty_0.41_"
1452;50;0.41;43;200;43;3;"10_execution_empty_0.41_"
1412;50;0.43;48;200;48;3;"1_execution_empty_0.43_"
1410;50;0.43;51;200;51;3;"2_execution_empty_0.43_"
1407;50;0.43;59;200;59;6;"3_execution_empty_0.43_"
1409;50;0.43;55;200;55;5;"4_execution_empty_0.43_"
1407;50;0.43;56;200;56;6;"5_execution_empty_0.43_"
1401;50;0.43;51;200;51;11;"6_execution_empty_0.43_"
1401;50;0.43;54;200;54;12;"7_execution_empty_0.43_"
1398;50;0.43;62;200;62;16;"8_execution_empty_0.43_"
1395;50;0.43;57;200;57;18;"9_execution_empty_0.43_"
1398;50;0.43;63;200;63;16;"10_execution_empty_0.43_"
15;50;0.45;6;200;6;1343;"1_execution_empty_0.45_"
1336;50;0.45;67;200;67;23;"2_execution_empty_0.45_"
1336;50;0.45;45;200;45;22;"3_execution_empty_0.45_"
1332;50;0.45;44;200;44;25;"4_execution_empty_0.45_"
1321;50;0.45;48;200;48;36;"5_execution_empty_0.45_"
1314;50;0.45;53;200;53;43;"6_execution_empty_0.45_"
1347;50;0.45;59;200;59;10;"7_execution_empty_0.45_"
1349;50;0.45;68;200;68;8;"8_execution_empty_0.45_"
1350;50;0.45;59;200;59;7;"9_execution_empty_0.45_"
1348;50;0.45;49;200;49;10;"10_execution_empty_0.45_"
1293;50;0.47;49;200;49;21;"1_execution_empty_0.47_"
1290;50;0.47;55;200;55;25;"2_execution_empty_0.47_"
1291;50;0.47;50;200;50;23;"3_execution_empty_0.47_"
1299;50;0.47;63;200;63;16;"4_execution_empty_0.47_"
1297;50;0.47;51;200;51;17;"5_execution_empty_0.47_"
1298;50;0.47;65;200;65;18;"6_execution_empty_0.47_"
1293;50;0.47;56;200;56;23;"7_execution_empty_0.47_"
1293;50;0.47;41;200;41;21;"8_execution_empty_0.47_"
2;50;0.47;2;200;2;1312;"9_execution_empty_0.47_"
1270;50;0.47;51;200;51;45;"10_execution_empty_0.47_"
1212;50;0.49;51;200;51;50;"1_execution_empty_0.49_"
1216;50;0.49;55;200;55;47;"2_execution_empty_0.49_"
1225;50;0.49;69;200;69;37;"3_execution_empty_0.49_"
1231;50;0.49;47;200;47;32;"4_execution_empty_0.49_"
1234;50;0.49;63;200;63;28;"5_execution_empty_0.49_"
1228;50;0.49;58;200;58;33;"6_execution_empty_0.49_"
1239;50;0.49;71;200;71;23;"7_execution_empty_0.49_"
1239;50;0.49;50;200;50;22;"8_execution_empty_0.49_"
1237;50;0.49;66;200;66;23;"9_execution_empty_0.49_"
1236;50;0.49;51;200;51;23;"10_execution_empty_0.49_"
1134;50;0.51;55;200;55;81;"1_execution_empty_0.51_"
1122;50;0.51;63;200;63;92;"2_execution_empty_0.51_"
1131;50;0.51;63;200;63;83;"3_execution_empty_0.51_"
1127;50;0.51;66;200;66;87;"4_execution_empty_0.51_"
1121;50;0.51;58;200;58;92;"5_execution_empty_0.51_"
1116;50;0.51;65;200;65;98;"6_execution_empty_0.51_"
1110;50;0.51;62;200;62;105;"7_execution_empty_0.51_"
1098;50;0.51;55;200;55;117;"8_execution_empty_0.51_"
1092;50;0.51;54;200;54;124;"9_execution_empty_0.51_"
1081;50;0.51;50;200;50;134;"10_execution_empty_0.51_"
38;50;0.53;9;200;9;1114;"1_execution_empty_0.53_"
1068;50;0.53;92;200;92;83;"2_execution_empty_0.53_"
1042;50;0.53;63;200;63;109;"3_execution_empty_0.53_"
1048;50;0.53;60;200;60;105;"4_execution_empty_0.53_"
991;50;0.53;70;200;70;161;"5_execution_empty_0.53_"
995;50;0.53;68;200;68;156;"6_execution_empty_0.53_"
1003;50;0.53;62;200;62;150;"7_execution_empty_0.53_"
1009;50;0.53;64;200;64;144;"8_execution_empty_0.53_"
1014;50;0.53;57;200;57;139;"9_execution_empty_0.53_"
1016;50;0.53;52;200;52;136;"10_execution_empty_0.53_"
895;50;0.55;94;200;94;201;"1_execution_empty_0.55_"
918;50;0.55;84;200;84;177;"2_execution_empty_0.55_"
922;50;0.55;75;200;75;175;"3_execution_empty_0.55_"
43;50;0.55;8;200;8;1055;"4_execution_empty_0.55_"
43;50;0.55;14;200;14;1054;"5_execution_empty_0.55_"
5;50;0.55;4;200;4;1092;"6_execution_empty_0.55_"
912;50;0.55;81;200;81;184;"7_execution_empty_0.55_"
922;50;0.55;78;200;78;174;"8_execution_empty_0.55_"
927;50;0.55;71;200;71;167;"9_execution_empty_0.55_"
939;50;0.55;63;200;63;157;"10_execution_empty_0.55_"
825;50;0.57;59;200;59;224;"1_execution_empty_0.57_"
827;50;0.57;56;200;56;223;"2_execution_empty_0.57_"
799;50;0.57;87;200;87;251;"3_execution_empty_0.57_"
798;50;0.57;61;200;61;250;"4_execution_empty_0.57_"
795;50;0.57;89;200;89;255;"5_execution_empty_0.57_"
735;50;0.57;57;200;57;315;"6_execution_empty_0.57_"
9;50;0.57;4;200;4;1042;"7_execution_empty_0.57_"
734;50;0.57;49;200;49;318;"8_execution_empty_0.57_"
825;50;0.57;74;200;74;228;"9_execution_empty_0.57_"
28;50;0.57;12;200;12;1024;"10_execution_empty_0.57_"
698;50;0.59;68;200;68;298;"1_execution_empty_0.59_"
697;50;0.59;78;200;78;298;"2_execution_empty_0.59_"
707;50;0.59;67;200;67;286;"3_execution_empty_0.59_"
716;50;0.59;53;200;53;277;"4_execution_empty_0.59_"
718;50;0.59;72;200;72;275;"5_execution_empty_0.59_"
2;50;0.59;2;200;2;993;"6_execution_empty_0.59_"
711;50;0.59;44;200;44;283;"7_execution_empty_0.59_"
728;50;0.59;75;200;75;268;"8_execution_empty_0.59_"
28;50;0.59;10;200;10;968;"9_execution_empty_0.59_"
19;50;0.59;7;200;7;976;"10_execution_empty_0.59_"
4;50;0.61;3;200;3;944;"1_execution_empty_0.61_"
574;50;0.61;82;200;82;375;"2_execution_empty_0.61_"
38;50;0.61;14;200;14;909;"3_execution_empty_0.61_"
4;50;0.61;2;200;2;945;"4_execution_empty_0.61_"
589;50;0.61;91;200;91;359;"5_execution_empty_0.61_"
590;50;0.61;98;200;98;358;"6_execution_empty_0.61_"
16;50;0.61;9;200;9;932;"7_execution_empty_0.61_"
585;50;0.61;101;200;101;363;"8_execution_empty_0.61_"
584;50;0.61;77;200;77;365;"9_execution_empty_0.61_"
580;50;0.61;83;200;83;368;"10_execution_empty_0.61_"
33;50;0.63;12;200;12;871;"1_execution_empty_0.63_"
34;50;0.63;13;200;13;871;"2_execution_empty_0.63_"
6;50;0.63;5;200;5;897;"3_execution_empty_0.63_"
3;50;0.63;3;200;3;901;"4_execution_empty_0.63_"
228;50;0.63;54;200;54;676;"5_execution_empty_0.63_"
248;50;0.63;42;200;42;656;"6_execution_empty_0.63_"
195;50;0.63;25;200;25;709;"7_execution_empty_0.63_"
64;50;0.63;18;200;18;840;"8_execution_empty_0.63_"
10;50;0.63;5;200;5;895;"9_execution_empty_0.63_"
273;50;0.63;39;200;39;631;"10_execution_empty_0.63_"
157;50;0.65;31;200;31;688;"1_execution_empty_0.65_"
123;50;0.65;24;200;24;721;"2_execution_empty_0.65_"
114;50;0.65;37;200;37;731;"3_execution_empty_0.65_"
123;50;0.65;26;200;26;722;"4_execution_empty_0.65_"
2;50;0.65;2;200;2;844;"5_execution_empty_0.65_"
39;50;0.65;13;200;13;807;"6_execution_empty_0.65_"
156;50;0.65;40;200;40;689;"7_execution_empty_0.65_"
185;50;0.65;36;200;36;661;"8_execution_empty_0.65_"
9;50;0.65;5;200;5;837;"9_execution_empty_0.65_"
9;50;0.65;5;200;5;837;"10_execution_empty_0.65_"
104;50;0.67;22;200;22;685;"1_execution_empty_0.67_"
4;50;0.67;4;200;4;785;"2_execution_empty_0.67_"
21;50;0.67;12;200;12;768;"3_execution_empty_0.67_"
13;50;0.67;8;200;8;777;"4_execution_empty_0.67_"
117;50;0.67;28;200;28;672;"5_execution_empty_0.67_"
4;50;0.67;3;200;3;786;"6_execution_empty_0.67_"
2;50;0.67;2;200;2;789;"7_execution_empty_0.67_"
16;50;0.67;7;200;7;775;"8_execution_empty_0.67_"
2;50;0.67;2;200;2;789;"9_execution_empty_0.67_"
12;50;0.67;7;200;7;779;"10_execution_empty_0.67_"
28;50;0.69;10;200;10;721;"1_execution_empty_0.69_"
14;50;0.69;5;200;5;734;"2_execution_empty_0.69_"
5;50;0.69;4;200;4;743;"3_execution_empty_0.69_"
1;50;0.69;1;200;1;745;"4_execution_empty_0.69_"
104;50;0.69;24;200;24;643;"5_execution_empty_0.69_"
10;50;0.69;4;200;4;738;"6_execution_empty_0.69_"
24;50;0.69;10;200;10;725;"7_execution_empty_0.69_"
8;50;0.69;5;200;5;742;"8_execution_empty_0.69_"
6;50;0.69;5;200;5;744;"9_execution_empty_0.69_"
4;50;0.69;3;200;3;747;"10_execution_empty_0.69_"
1;50;0.71;1;200;1;709;"1_execution_empty_0.71_"
8;50;0.71;5;200;5;702;"2_execution_empty_0.71_"
53;50;0.71;12;200;12;657;"3_execution_empty_0.71_"
7;50;0.71;4;200;4;705;"4_execution_empty_0.71_"
78;50;0.71;19;200;19;633;"5_execution_empty_0.71_"
50;50;0.71;13;200;13;663;"6_execution_empty_0.71_"
3;50;0.71;2;200;2;709;"7_execution_empty_0.71_"
48;50;0.71;14;200;14;665;"8_execution_empty_0.71_"
43;50;0.71;20;200;20;669;"9_execution_empty_0.71_"
17;50;0.71;7;200;7;697;"10_execution_empty_0.71_"
21;50;0.73;8;200;8;641;"1_execution_empty_0.73_"
17;50;0.73;7;200;7;645;"2_execution_empty_0.73_"
2;50;0.73;2;200;2;660;"3_execution_empty_0.73_"
3;50;0.73;2;200;2;658;"4_execution_empty_0.73_"
12;50;0.73;7;200;7;650;"5_execution_empty_0.73_"
37;50;0.73;17;200;17;625;"6_execution_empty_0.73_"
7;50;0.73;4;200;4;655;"7_execution_empty_0.73_"
1;50;0.73;1;200;1;660;"8_execution_empty_0.73_"
23;50;0.73;12;200;12;639;"9_execution_empty_0.73_"
1;50;0.73;1;200;1;661;"10_execution_empty_0.73_"
1;50;0.75;1;200;1;617;"1_execution_empty_0.75_"
2;50;0.75;2;200;2;615;"2_execution_empty_0.75_"
5;50;0.75;4;200;4;611;"3_execution_empty_0.75_"
4;50;0.75;4;200;4;614;"4_execution_empty_0.75_"
20;50;0.75;12;200;12;598;"5_execution_empty_0.75_"
1;50;0.75;1;200;1;616;"6_execution_empty_0.75_"
18;50;0.75;7;200;7;599;"7_execution_empty_0.75_"
11;50;0.75;8;200;8;606;"8_execution_empty_0.75_"
2;50;0.75;2;200;2;614;"9_execution_empty_0.75_"
21;50;0.75;17;200;17;595;"10_execution_empty_0.75_"
2;50;0.77;2;200;2;565;"1_execution_empty_0.77_"
2;50;0.77;2;200;2;565;"2_execution_empty_0.77_"
6;50;0.77;3;200;3;561;"3_execution_empty_0.77_"
1;50;0.77;1;200;1;566;"4_execution_empty_0.77_"
1;50;0.77;1;200;1;565;"5_execution_empty_0.77_"
2;50;0.77;2;200;2;565;"6_execution_empty_0.77_"
26;50;0.77;8;200;8;540;"7_execution_empty_0.77_"
22;50;0.77;13;200;13;543;"8_execution_empty_0.77_"
4;50;0.77;3;200;3;560;"9_execution_empty_0.77_"
10;50;0.77;5;200;5;554;"10_execution_empty_0.77_"
5;50;0.79;4;200;4;515;"1_execution_empty_0.79_"
2;50;0.79;2;200;2;518;"2_execution_empty_0.79_"
20;50;0.79;7;200;7;500;"3_execution_empty_0.79_"
1;50;0.79;1;200;1;520;"4_execution_empty_0.79_"
3;50;0.79;2;200;2;518;"5_execution_empty_0.79_"
19;50;0.79;10;200;10;502;"6_execution_empty_0.79_"
10;50;0.79;5;200;5;511;"7_execution_empty_0.79_"
6;50;0.79;3;200;3;515;"8_execution_empty_0.79_"
16;50;0.79;7;200;7;505;"9_execution_empty_0.79_"
26;50;0.79;14;200;14;495;"10_execution_empty_0.79_"
2;50;0.81;2;200;2;463;"1_execution_empty_0.81_"
2;50;0.81;2;200;2;463;"2_execution_empty_0.81_"
7;50;0.81;3;200;3;459;"3_execution_empty_0.81_"
8;50;0.81;6;200;6;459;"4_execution_empty_0.81_"
1;50;0.81;1;200;1;466;"5_execution_empty_0.81_"
8;50;0.81;7;200;7;460;"6_execution_empty_0.81_"
5;50;0.81;3;200;3;463;"7_execution_empty_0.81_"
3;50;0.81;2;200;2;464;"8_execution_empty_0.81_"
2;50;0.81;2;200;2;465;"9_execution_empty_0.81_"
2;50;0.81;2;200;2;465;"10_execution_empty_0.81_"
14;50;0.83;7;200;7;395;"1_execution_empty_0.83_"
6;50;0.83;4;200;4;404;"2_execution_empty_0.83_"
6;50;0.83;4;200;4;403;"3_execution_empty_0.83_"
2;50;0.83;2;200;2;406;"4_execution_empty_0.83_"
3;50;0.83;2;200;2;406;"5_execution_empty_0.83_"
4;50;0.83;4;200;4;405;"6_execution_empty_0.83_"
2;50;0.83;2;200;2;408;"7_execution_empty_0.83_"
2;50;0.83;2;200;2;408;"8_execution_empty_0.83_"
3;50;0.83;3;200;3;406;"9_execution_empty_0.83_"
7;50;0.83;3;200;3;403;"10_execution_empty_0.83_"
1;50;0.85;1;200;1;363;"1_execution_empty_0.85_"
2;50;0.85;2;200;2;362;"2_execution_empty_0.85_"
19;50;0.85;8;200;8;345;"3_execution_empty_0.85_"
1;50;0.85;1;200;1;363;"4_execution_empty_0.85_"
7;50;0.85;4;200;4;357;"5_execution_empty_0.85_"
10;50;0.85;4;200;4;354;"6_execution_empty_0.85_"
3;50;0.85;3;200;3;361;"7_execution_empty_0.85_"
1;50;0.85;1;200;1;362;"8_execution_empty_0.85_"
1;50;0.85;1;200;1;363;"9_execution_empty_0.85_"
1;50;0.85;1;200;1;363;"10_execution_empty_0.85_"
4;50;0.87;3;200;3;317;"1_execution_empty_0.87_"
1;50;0.87;1;200;1;320;"2_execution_empty_0.87_"
4;50;0.87;4;200;4;317;"3_execution_empty_0.87_"
9;50;0.87;5;200;5;312;"4_execution_empty_0.87_"
3;50;0.87;2;200;2;318;"5_execution_empty_0.87_"
3;50;0.87;3;200;3;317;"6_execution_empty_0.87_"
5;50;0.87;4;200;4;315;"7_execution_empty_0.87_"
1;50;0.87;1;200;1;320;"8_execution_empty_0.87_"
6;50;0.87;4;200;4;315;"9_execution_empty_0.87_"
1;50;0.87;1;200;1;320;"10_execution_empty_0.87_"
